174,5,0,6,0,8,0.230769230769,0.0441567579639,anomalous
27,1,0,0,0,0,0.423076923077,0.107233132607,anomalous
105,5,0,0,0,4,0.346153846154,0.0530248538801,anomalous
27,1,0,0,0,0,0.423076923077,0.107233132607,anomalous
19,3,0,0,0,0,0.615384615385,0.26772074353,anomalous
150,7,4,0,4,8,0.192307692308,0.0229361730844,anomalous
31,1,1,0,0,0,0.423076923077,0.0954193758281,anomalous
101,5,4,0,0,3,0.230769230769,0.0637411660616,anomalous
31,1,1,0,0,0,0.423076923077,0.0954193758281,anomalous
95,5,4,0,0,0,0.269230769231,0.066304816022,anomalous
31,1,1,0,0,0,0.423076923077,0.0954193758281,anomalous
42,1,0,0,0,0,0.423076923077,0.0896608726873,anomalous
36,1,0,0,0,0,0.423076923077,0.0976960797833,anomalous
40,1,1,0,0,1,0.346153846154,0.105254816391,anomalous
27,1,0,0,0,0,0.423076923077,0.1236596771,anomalous
62,1,1,0,0,0,0.346153846154,0.0609778483714,anomalous
27,1,0,0,0,0,0.423076923077,0.1236596771,anomalous
57,1,0,0,2,0,0.384615384615,0.129541037104,anomalous
133,5,0,0,0,14,0.230769230769,0.0369888515308,anomalous
26,1,0,0,0,0,0.384615384615,0.144861236035,anomalous
72,3,0,0,0,1,0.307692307692,0.0592676978061,anomalous
26,1,0,0,0,0,0.384615384615,0.144861236035,anomalous
70,3,0,0,0,0,0.346153846154,0.0671581399709,anomalous
26,1,0,0,0,0,0.384615384615,0.144861236035,anomalous
29,1,1,0,0,0,0.384615384615,0.122789609057,anomalous
354,16,5,0,3,14,0.153846153846,0.0223932516242,anomalous
29,1,1,0,0,0,0.384615384615,0.122789609057,anomalous
338,17,5,0,0,9,0.153846153846,0.0242101008602,anomalous
29,1,1,0,0,0,0.384615384615,0.122789609057,anomalous
284,16,5,0,0,4,0.115384615385,0.0334788954498,anomalous
29,1,1,0,0,0,0.384615384615,0.122789609057,anomalous
283,16,5,0,0,4,0.115384615385,0.0244665912911,anomalous
29,1,1,0,0,0,0.384615384615,0.122789609057,anomalous
18,3,0,0,0,0,0.615384615385,0.26772074353,anomalous
48,1,0,0,0,1,0.384615384615,0.101864019695,anomalous
27,1,0,0,0,0,0.384615384615,0.131365833255,anomalous
46,1,0,0,0,0,0.384615384615,0.0995366879872,anomalous
27,1,0,0,0,0,0.384615384615,0.131365833255,anomalous
45,1,0,0,0,0,0.423076923077,0.127962733884,anomalous
13,1,0,0,0,0,0.730769230769,0.490677872655,anomalous
19,1,0,0,0,0,0.5,0.141061996611,anomalous
30,1,0,0,0,0,0.5,0.129270142337,anomalous
59,5,0,0,0,0,0.269230769231,0.0616833180349,anomalous
28,1,0,0,0,0,0.461538461538,0.0996582363226,anomalous
31,2,0,0,0,0,0.423076923077,0.102979877714,anomalous
427,21,5,0,3,20,0.153846153846,0.030736309831,anomalous
28,1,0,0,0,0,0.5,0.120772079198,anomalous
253,15,5,0,0,3,0.192307692308,0.029643372289,anomalous
28,1,0,0,0,0,0.5,0.120772079198,anomalous
266,15,5,0,0,4,0.153846153846,0.0258734328784,anomalous
28,1,0,0,0,0,0.5,0.120772079198,anomalous
258,15,5,0,0,2,0.192307692308,0.0286634150447,anomalous
28,1,0,0,0,0,0.5,0.120772079198,anomalous
20,1,0,0,0,0,0.615384615385,0.286557768248,anomalous
28,2,0,0,0,0,0.769230769231,0.612679124598,anomalous
164,7,0,0,5,11,0.230769230769,0.0273951575243,anomalous
27,1,0,0,0,0,0.423076923077,0.107233132607,anomalous
104,5,0,0,0,4,0.346153846154,0.0530248538801,anomalous
27,1,0,0,0,0,0.423076923077,0.107233132607,anomalous
102,5,0,0,0,3,0.346153846154,0.0556845672999,anomalous
27,1,0,0,0,0,0.423076923077,0.107233132607,anomalous
30,1,3,0,0,0,0.461538461538,0.113880744978,anomalous
31,1,1,0,0,0,0.423076923077,0.0954193758281,anomalous
167,7,4,0,4,8,0.192307692308,0.0303754693763,anomalous
31,1,1,0,0,0,0.423076923077,0.0954193758281,anomalous
103,5,4,0,0,3,0.269230769231,0.0641786862796,anomalous
31,1,1,0,0,0,0.423076923077,0.0954193758281,anomalous
96,5,4,0,0,0,0.269230769231,0.0527955078532,anomalous
31,1,1,0,0,0,0.423076923077,0.0954193758281,anomalous
28,0,0,0,0,0,0.769230769231,0.612679124598,anomalous
36,1,0,0,0,0,0.423076923077,0.0976960797833,anomalous
45,1,0,0,0,1,0.384615384615,0.0901362644627,anomalous
36,1,0,0,0,0,0.423076923077,0.0976960797833,anomalous
42,1,0,0,0,0,0.423076923077,0.0896608726873,anomalous
36,1,0,0,0,0,0.423076923077,0.0976960797833,anomalous
40,2,0,0,0,0,0.423076923077,0.0848599959207,anomalous
22,2,0,0,0,0,0.538461538462,0.171053397453,anomalous
141,3,1,0,4,8,0.230769230769,0.0347572758441,anomalous
27,1,0,0,0,0,0.423076923077,0.1236596771,anomalous
83,5,2,0,0,10,0.307692307692,0.0725173782586,anomalous
27,1,0,0,0,0,0.423076923077,0.1236596771,anomalous
62,1,1,0,0,0,0.346153846154,0.0609778483714,anomalous
27,1,0,0,0,0,0.423076923077,0.1236596771,anomalous
33,2,0,0,0,0,0.346153846154,0.116936177536,anomalous
19,1,0,0,0,0,0.538461538462,0.165338474252,anomalous
126,4,0,0,0,4,0.269230769231,0.040802256992,anomalous
26,1,0,0,0,0,0.384615384615,0.144861236035,anomalous
68,3,0,0,0,1,0.307692307692,0.064822404307,anomalous
26,1,0,0,0,0,0.384615384615,0.144861236035,anomalous
71,3,0,0,0,0,0.346153846154,0.0671581399709,anomalous
26,1,0,0,0,0,0.384615384615,0.144861236035,anomalous
40,1,0,0,0,0,0.5,0.136791074096,anomalous
336,16,5,0,0,16,0.230769230769,0.0244556536134,anomalous
29,1,1,0,0,0,0.384615384615,0.122789609057,anomalous
284,14,5,0,0,5,0.192307692308,0.0309223795169,anomalous
29,1,1,0,0,0,0.384615384615,0.122789609057,anomalous
273,14,5,0,0,2,0.192307692308,0.0264324209562,anomalous
29,1,1,0,0,0,0.384615384615,0.122789609057,anomalous
111,3,0,0,4,8,0.230769230769,0.0608915432357,anomalous
27,1,0,0,0,0,0.384615384615,0.131365833255,anomalous
46,1,0,0,0,0,0.384615384615,0.0995366879872,anomalous
27,1,0,0,0,0,0.384615384615,0.131365833255,anomalous
53,3,0,0,0,0,0.423076923077,0.11449372429,anomalous
40,2,0,0,0,0,0.423076923077,0.0877923311618,anomalous
309,16,5,0,0,7,0.153846153846,0.0147474765175,anomalous
28,1,0,0,0,0,0.5,0.120772079198,anomalous
261,15,5,0,0,3,0.230769230769,0.0285980164725,anomalous
28,1,0,0,0,0,0.5,0.120772079198,anomalous
263,15,5,0,0,3,0.230769230769,0.0276321702316,anomalous
28,1,0,0,0,0,0.5,0.120772079198,anomalous
39,4,0,0,0,0,0.423076923077,0.0833468321623,anomalous
19,1,0,0,0,0,0.5,0.141061996611,anomalous
27,2,0,0,0,0,0.538461538462,0.170057103008,anomalous
25,1,0,0,1,0,0.5,0.122578929859,anomalous
30,2,0,0,0,0,0.538461538462,0.16483039954,anomalous
171,6,0,0,0,9,0.230769230769,0.0385196979165,anomalous
27,1,0,0,0,0,0.423076923077,0.107233132607,anomalous
100,6,0,0,0,2,0.307692307692,0.0481208528548,anomalous
27,1,0,0,0,0,0.423076923077,0.107233132607,anomalous
98,5,4,0,0,3,0.230769230769,0.0456016036831,anomalous
31,1,1,0,0,0,0.423076923077,0.0954193758281,anomalous
92,5,4,0,0,0,0.307692307692,0.0613097145105,anomalous
31,1,1,0,0,0,0.423076923077,0.0954193758281,anomalous
46,1,0,0,0,1,0.423076923077,0.0902885583103,anomalous
36,1,0,0,0,0,0.423076923077,0.0976960797833,anomalous
42,1,0,0,0,0,0.423076923077,0.0896608726873,anomalous
36,1,0,0,0,0,0.423076923077,0.0976960797833,anomalous
37,1,0,0,0,0,0.423076923077,0.0976960797833,anomalous
98,2,1,0,0,5,0.269230769231,0.0540228116047,anomalous
27,1,0,0,0,0,0.423076923077,0.1236596771,anomalous
62,1,1,0,0,0,0.346153846154,0.0609778483714,anomalous
27,1,0,0,0,0,0.423076923077,0.1236596771,anomalous
72,3,0,0,0,1,0.307692307692,0.0592676978061,anomalous
26,1,0,0,0,0,0.384615384615,0.144861236035,anomalous
70,3,0,0,0,0,0.346153846154,0.0671581399709,anomalous
26,1,0,0,0,0,0.384615384615,0.144861236035,anomalous
297,15,6,0,0,9,0.192307692308,0.0577444646089,anomalous
29,1,1,0,0,0,0.384615384615,0.122789609057,anomalous
